draw,chain,player_id,serve_period,region,mu_x,mu_y,tau_x,tau_y,rho,alpha,court,strategy
326,2,7,2,2,6.3615998,0.28200713,1.5685941,0.67190855,-0.10646829,3.8678149,Deuce,T
327,2,7,2,2,5.6281531,0.70363483,1.2432558,0.66759326,-0.59028375,3.3837074,Deuce,T
328,2,7,2,2,5.3498142,0.6281744,1.5828326,0.60198599,0.20516841,3.3328213,Deuce,T
329,2,7,2,2,5.8852211,0.93147663,1.3094889,0.63473363,0.25621328,3.9510159,Deuce,T
330,2,7,2,2,6.1601829,0.46850882,1.1843675,0.71845989,-0.24188079,3.614387,Deuce,T
331,2,7,2,2,5.2538367,0.52057991,1.3975222,0.6655912,0.19503074,3.118688,Deuce,T
332,2,7,2,2,5.492395,1.0457092,1.7178138,0.59735558,-0.083943181,2.4072644,Deuce,T
333,2,7,2,2,6.0321656,0.34094376,1.5283721,0.62824917,-0.2325523,3.6420145,Deuce,T
334,2,7,2,2,5.7088593,0.92761420000000006,1.5331746,0.66777525,-0.099343353,3.6628189,Deuce,T
335,2,7,2,2,5.6194917,0.49617495,1.1978218,0.67869773,0.10145789,3.9187973,Deuce,T
336,2,7,2,2,6.5701791,0.30554221,1.6305202,0.80524494,-0.05275502,3.2079868,Deuce,T
337,2,7,2,2,6.01809,0.87863954,1.4087585,0.73641106,-0.27410885,3.4526182,Deuce,T
338,2,7,2,2,6.0818817,0.26312181,1.6465857,0.56696613,-0.038146915000000003,3.521185,Deuce,T
339,2,7,2,2,5.9953467,0.50731498,1.5711574,0.57472245,-0.39647418,3.5766406,Deuce,T
340,2,7,2,2,4.49565,0.4944302,1.3317735,0.58368219,0.2626755,3.3204005,Deuce,T
341,2,7,2,2,6.394611,1.0716926,1.0326367,0.59157903,-0.0026641809,3.7023664,Deuce,T
342,2,7,2,2,4.7298748,0.18624172,1.4012858,0.70016464,0.056109091,3.1927923,Deuce,T
343,2,7,2,2,5.6297591,0.063236666,1.350434,0.64009309,-0.1065469,3.654296,Deuce,T
344,2,7,2,2,5.2686381,0.97909588,1.4341509,0.62246188,0.10560375,3.5691582,Deuce,T
345,2,7,2,2,6.3374514,0.57552409,1.2574032,0.81841318,0.06941952,3.2410221,Deuce,T
346,2,7,2,2,6.1833645,0.63432472,0.9572887,0.79270594,-0.0020920266,2.9354691,Deuce,T
347,2,7,2,2,6.116487,0.45339639,1.534337,0.73707686,-0.21804138,3.6098972,Deuce,T
348,2,7,2,2,5.3522633,0.57879926,1.2678271,0.51681881,-0.28561337,3.7752849,Deuce,T
349,2,7,2,2,5.796928,0.91297124,1.3188041,0.81818115,-0.28196234,3.4170912,Deuce,T
350,2,7,2,2,6.6085616,0.70646427999999994,1.3066749,0.5469012,-0.19569578,3.4152452,Deuce,T
351,2,7,2,2,5.963648,0.84720248,1.1349529,0.52809638,0.25177333,3.4887969,Deuce,T
352,2,7,2,2,5.9629206,0.8342934,1.4984483,0.56285521,0.15916682,3.9839766,Deuce,T
353,2,7,2,2,5.5381702,0.55536702,1.4132368,0.47895749,-0.43196616,3.9822135,Deuce,T
354,2,7,2,2,5.4365256,0.76898854,2.0922898,0.61144916,-0.059269868,3.0749495,Deuce,T
355,2,7,2,2,5.0917813,0.8093378,1.4689081,0.57322107,-0.074903706,3.7801854,Deuce,T
356,2,7,2,2,6.3233466,-0.28739269,1.6121194,0.61821383,-0.054710652,3.7052279,Deuce,T
357,2,7,2,2,5.4417292,0.99064185,1.2692593,0.75738634,-0.34922686,2.766497,Deuce,T
358,2,7,2,2,5.4611262,0.26211738,1.4511805,0.77145615,-0.14238829,2.4832622,Deuce,T
359,2,7,2,2,6.3148567,0.6282766,1.4363313,0.58771068,-0.47766315,2.9740968,Deuce,T
360,2,7,2,2,6.1007576,0.88393209,1.8156579,0.6373848,-0.028154456,3.8408713,Deuce,T
361,2,7,2,2,6.1700641,0.76283548,1.5235602,0.67969717,-0.41529173,3.5872692,Deuce,T
362,2,7,2,2,5.41228,0.17960897,1.2873676,0.67380874,-0.057829788,3.7835462,Deuce,T
363,2,7,2,2,6.6183396,0.67373621,1.5310678,0.7100041,0.10424678,3.4652609,Deuce,T
364,2,7,2,2,5.6529933,-0.018869071,1.1959341000000001,0.71610826,-0.23707269,3.7076242,Deuce,T
365,2,7,2,2,6.1759869,0.71324863,1.4231786,0.65550715,0.20924609,2.8927314,Deuce,T
366,2,7,2,2,6.1992546,0.80716091,1.6191515,0.63436315,0.29935161,3.722569,Deuce,T
367,2,7,2,2,5.434703,1.0336719,1.5661943,0.64395452,-0.30090802,3.5841602,Deuce,T
368,2,7,2,2,5.7895167,0.69799735,1.7147476,0.82544743,-0.28620909,3.657737,Deuce,T
369,2,7,2,2,5.0997756,0.4319695,1.3509155,0.60196371,0.038346623,3.8420451,Deuce,T
370,2,7,2,2,5.7020712,1.0350164,1.5961334,0.90741447,0.064373725,3.8238867,Deuce,T
371,2,7,2,2,5.5749527,0.86208043,1.5194226,0.76825357,-0.091790068,3.2530571,Deuce,T
372,2,7,2,2,5.8526102,0.38852786,1.5409899,0.63971213,0.32849226,3.4130758,Deuce,T
373,2,7,2,2,6.7920028,0.10995519,1.4113633,0.51853465,-0.36325434,3.9473838,Deuce,T
374,2,7,2,2,5.7623152,0.43208249,1.2814877,0.73406031,-0.15393773,3.9114174,Deuce,T
375,2,7,2,2,5.9815067,0.16077112,1.8824224,0.64622338,-0.15975472,3.5372964,Deuce,T
376,2,7,2,2,5.2213501,0.85074428,1.6210621,0.88738865,0.23274956,3.8869044,Deuce,T
377,2,7,2,2,6.2253362,0.3600385,1.1552726,0.56613729,-0.27645881,3.8457069,Deuce,T
378,2,7,2,2,6.4321893,0.63473611,1.4365522,0.78508979,0.095633843,3.8295344,Deuce,T
379,2,7,2,2,5.2655453,1.0221294,1.6573714,0.81697414,0.081270521,3.5534678,Deuce,T
380,2,7,2,2,5.2314214,0.67040979,1.2790461,0.67362831,-0.094381952,3.771907,Deuce,T
381,2,7,2,2,5.860082,0.53200279,1.3757367,0.64868234,-0.35263631,3.2665868,Deuce,T
382,2,7,2,2,5.686464,0.21723825,1.196622,0.84598782,-0.39712508,3.9514921,Deuce,T
383,2,7,2,2,5.4965339,0.89357972,1.4762346,0.6473292,-0.081309658,3.7436943,Deuce,T
384,2,7,2,2,6.3958335,0.5318522,1.3527529,0.63396738,0.21192214,3.9289787,Deuce,T
385,2,7,2,2,6.1906627,0.82392163,1.5957601,0.66409605,-0.41255185,3.2034999,Deuce,T
386,2,7,2,2,5.3556751,0.49808256,1.521414,0.58558468,0.10756552,3.8904368,Deuce,T
387,2,7,2,2,5.8358642,0.15305885,1.2050623,0.70238843,-0.72511358,3.7998606,Deuce,T
388,2,7,2,2,5.4588562,0.44537464,1.618848,0.56029238,0.14146053,3.6368926,Deuce,T
389,2,7,2,2,5.7424082,0.33590947,1.6361764,0.7360835,-0.0075508098,3.8120934,Deuce,T
390,2,7,2,2,6.1777501,0.37738681,1.6351664,0.74190866,-0.82203186,3.7464015,Deuce,T
391,2,7,2,2,5.3096762,0.15026839,1.3188408,0.69571363,-0.43260915,3.7086822,Deuce,T
392,2,7,2,2,5.6902807,0.90871996,1.4648586,0.66934509,-0.014737807,3.8884124,Deuce,T
393,2,7,2,2,5.540705,0.10125713,1.4159134,0.46652551,0.01358314,3.6563441,Deuce,T
394,2,7,2,2,5.5621045,0.38352476,1.584436,0.72733172,0.056343115,3.2485003,Deuce,T
395,2,7,2,2,7.0886684,0.16293679,1.9885767,0.62104539,-0.18881569,3.4585707,Deuce,T
396,2,7,2,2,5.6997191,0.4383597,1.4536984,0.77696995,0.063607613,3.8644747,Deuce,T
397,2,7,2,2,6.5306155,0.30776968,1.3186089,0.67148585,-0.17158013,3.6252381,Deuce,T
398,2,7,2,2,7.0050818,0.4418793,1.3341692,0.70457519,-0.021630575,3.609743,Deuce,T
399,2,7,2,2,6.0941691,0.84397899,1.6800488,0.54680405,0.053330342,3.1718676,Deuce,T
400,2,7,2,2,5.1617264,0.65687751,1.588093,0.68818736,0.18931571,3.8691255,Deuce,T
401,2,7,2,2,6.1104804,0.64291428,1.398842,0.68799938,-0.52606277,3.8855804,Deuce,T
402,2,7,2,2,5.1857307,0.69745366,1.4428552,0.70912411,-0.017881597,3.457757,Deuce,T
403,2,7,2,2,5.3744315,0.52758947,1.4674649,0.67135432,-0.38323102,3.9766685,Deuce,T
404,2,7,2,2,5.7790061,1.0565669,1.2866109,0.67772213,-0.14029862,3.8710534,Deuce,T
405,2,7,2,2,6.8395782,0.7964371,2.009493,0.57678918,0.21559406,3.7026204,Deuce,T
406,2,7,2,2,5.0551704,0.50377191,1.3175836,0.70929148,0.17801843,2.826085,Deuce,T
407,2,7,2,2,5.7958424,0.72427247,1.6551257,0.71639883,-0.16775824,3.5465756,Deuce,T
408,2,7,2,2,5.4688,0.22123238,1.5233375,0.74316807,-0.25559857,3.6925087,Deuce,T
409,2,7,2,2,5.5258792,0.54239415,1.5622349,0.70076413,-0.039292651,2.8809887,Deuce,T
410,2,7,2,2,5.6736226,0.34407557,1.6105876,0.66437613,0.2169999,3.2430178,Deuce,T
411,2,7,2,2,5.5237907,0.69726378,1.4361333,0.68343202,-0.68073279,3.3206586,Deuce,T
412,2,7,2,2,6.1987355,0.68064941,1.3988123,0.73466596,-0.26538188,3.497994,Deuce,T
413,2,7,2,2,6.242776,0.52765039,1.20278,0.57127038,-0.085473553,3.2597089,Deuce,T
414,2,7,2,2,6.2543285,0.7591084,1.5169352,1.1873949,-0.29555346,3.308622,Deuce,T
415,2,7,2,2,5.093113,0.20202257,1.6951605,0.79680878,0.20933827,2.8744021,Deuce,T
416,2,7,2,2,5.7288034,0.53694871,1.1799145,0.75452524,-0.14307688,3.8656278,Deuce,T
417,2,7,2,2,5.5089644,0.80484866,1.3244107,0.55471061,0.03948183,3.2819732,Deuce,T
418,2,7,2,2,5.9745344,0.83451879,1.6329248,0.61248439,-0.13956603,3.1052268,Deuce,T
419,2,7,2,2,5.8234361,0.29923489,1.4260706,0.5560978,-0.16662707,3.3519936,Deuce,T
420,2,7,2,2,5.8131511,0.62530853,1.7352565,0.51816907,-0.12653805,3.6026085,Deuce,T
421,2,7,2,2,6.122157,0.39543528,1.551879,0.56849417,-0.53261329,3.8053297,Deuce,T
422,2,7,2,2,5.4261495,0.35030711,1.5588498,0.6414866,-0.31894851,3.5738015,Deuce,T
423,2,7,2,2,5.8017355,0.47095597,1.7171586,0.72153174,-0.64281297,3.3902551,Deuce,T
424,2,7,2,2,6.3879273,0.53944601,1.7997326,0.58196923,-0.39146439,3.7969122,Deuce,T
425,2,7,2,2,5.9817505,1.0107459,1.1947554,0.66403455,0.06948454,3.0985911,Deuce,T
426,2,7,2,2,6.1748438,0.47817658,1.3586136,0.75934503,-0.43004523,3.3566343,Deuce,T
427,2,7,2,2,6.0653788,0.58035598,1.5755371,0.62310199,-0.80080182,3.3311798,Deuce,T
428,2,7,2,2,5.8048319,0.72472141,1.2916376,0.44395191,-0.39862025,2.7518797,Deuce,T
429,2,7,2,2,5.4627146,0.74945703,1.6165107,0.6824656,-0.2372377,2.8306095,Deuce,T
430,2,7,2,2,6.4161812,0.63920394,1.4333597,0.68242513,-0.079957249,3.9739109,Deuce,T
431,2,7,2,2,6.692157,0.54349851,1.6623869,0.71857235,0.15993862,3.9171068,Deuce,T
432,2,7,2,2,5.5690902,0.63692387,1.3696684,0.80114979,-0.77183031,3.1890178,Deuce,T
433,2,7,2,2,6.5671662,0.22986357,1.2739925,0.53696861,-0.38754621,3.9900201,Deuce,T
434,2,7,2,2,5.7288691,0.70660221,1.4411484,0.63021586,0.33169896,3.6785238,Deuce,T
435,2,7,2,2,5.2294735,0.77019337,1.4200107,0.68498363,-0.229593,3.1404994,Deuce,T
436,2,7,2,2,5.8595767,0.73766701,1.5784604,0.82281407,0.0390635,3.4713288,Deuce,T
437,2,7,2,2,5.8939382,0.29417033,1.9554051,0.76625647,0.31391446,3.8791525,Deuce,T
438,2,7,2,2,5.965347,0.45577092,1.5260709,0.82147093,-0.080905004,3.7699031,Deuce,T
439,2,7,2,2,6.1717798,0.29760734,1.3742622,0.81945565,0.43129179,2.536994,Deuce,T
440,2,7,2,2,6.4245231,0.50427003,1.6281621,0.66176486,-0.34351805,3.4678813,Deuce,T
441,2,7,2,2,5.4640658,0.82453581,1.4020546,0.58577757,0.24867032,3.7440813,Deuce,T
442,2,7,2,2,5.6181013,0.58040732,1.3800076,0.67608947,-0.35197483,3.303858,Deuce,T
443,2,7,2,2,6.0838696,0.52279946,1.2172338,0.5727776,-0.50081488,3.6555669,Deuce,T
444,2,7,2,2,6.6444982,0.1508666,1.789669,0.63945549,-0.0010323992,3.7825509,Deuce,T
445,2,7,2,2,5.8384864,0.79943074,1.7179482,0.65452763,-0.12258229,3.4478444,Deuce,T
446,2,7,2,2,5.8783852,0.4231644,1.1141569,0.85629985,0.037029371,3.5888329,Deuce,T
447,2,7,2,2,5.8800568,0.70094235,1.3565834,0.63881875,-0.34686235,3.3726159,Deuce,T
448,2,7,2,2,6.1415954,0.68004847,1.3874332,0.75660731,-0.35248916,3.5496258,Deuce,T
449,2,7,2,2,6.0181596,0.54602388,1.7778595,0.66885879,0.16512922,3.9505543,Deuce,T
450,2,7,2,2,5.1728344,0.76257636,1.7643974,0.54123931,-0.17925567,3.4233152,Deuce,T
451,2,7,2,2,5.9906181,0.73639446,1.148503,0.68399862,0.10944711,3.5555163,Deuce,T
452,2,7,2,2,4.924707,0.99724602,1.7581039999999999,0.69626928,-0.32887484,3.6967787,Deuce,T
453,2,7,2,2,5.7449652,0.65904323,1.5604223,0.71811947,-0.097864805,3.4756771,Deuce,T
454,2,7,2,2,5.7111264,0.19122545,1.4631872,0.74587559,-0.059440479,3.68446,Deuce,T
455,2,7,2,2,5.6799415,0.58469146,1.2151252,0.64787989,-0.62337811,3.663612,Deuce,T
456,2,7,2,2,5.7418667,0.7131374,1.9106482,0.84775405,-0.35412362,3.2549391,Deuce,T
457,2,7,2,2,5.6372073,0.95452395,1.3438507,0.6655322,-0.18599872,3.1399198,Deuce,T
458,2,7,2,2,5.8182655,0.74966022,1.3795463,0.61469824,-0.32232827,3.2976597,Deuce,T
459,2,7,2,2,4.8887317,0.995361,1.5012517,0.78129929,-0.25750116,3.5980874,Deuce,T
460,2,7,2,2,5.8971885,0.64375899,2.1487334,0.81414164,-0.23324996,3.1524369,Deuce,T
461,2,7,2,2,5.6794616,0.73011958,1.1290301,0.55876717,-0.21412843,3.8149672,Deuce,T
462,2,7,2,2,6.1657648,0.39877648,1.3575109,0.64303426,-0.34658986,3.7957793,Deuce,T
463,2,7,2,2,6.0542356,0.18850932,1.4790713,0.75096755,-0.10014561,3.9012993,Deuce,T
464,2,7,2,2,5.5699849,0.11708038,1.3126258,0.53040153,-0.64387757,3.8346802,Deuce,T
465,2,7,2,2,5.7557129,1.0909224,1.8111141,0.53987442,-0.0026561574,3.218086,Deuce,T
466,2,7,2,2,6.1044192,0.47445441,1.1920789,0.64937649,-0.13662183,3.4585229,Deuce,T
467,2,7,2,2,5.4914563,0.61899758,1.6195792,0.88985908,0.032972269,3.4220551,Deuce,T
468,2,7,2,2,5.6418269,0.28375726,1.2934886,0.78137735,-0.15881638,3.6103527,Deuce,T
469,2,7,2,2,4.7964073,0.20005081,1.802029,0.82611408,-0.24055351,3.0525437,Deuce,T
470,2,7,2,2,5.2126246,0.42842688,1.8016184,0.63392373,-0.021475801,3.8296611,Deuce,T
471,2,7,2,2,4.5924097,0.72357287,1.4897585,0.63741442,0.2107922,3.6939337,Deuce,T
472,2,7,2,2,5.4083468,0.73067451,1.3820278,0.70192085,0.043450602,3.965788,Deuce,T
473,2,7,2,2,6.0670715,0.5886623,1.0712667,0.62544745,-0.097931393,3.4413054,Deuce,T
474,2,7,2,2,5.4493863,0.14481415,1.6999795,0.77119226,-0.10521145,3.7428331,Deuce,T
475,2,7,2,2,5.607546,0.69826294,1.6006166,0.6225823,-0.3097247,3.3795384,Deuce,T
476,2,7,2,2,6.0517403,0.70288597,1.4728689,0.60227034,0.04126256,2.9952138,Deuce,T
477,2,7,2,2,5.4720445,0.33894644,1.6762635,0.6012017,-0.26870517,3.3816985,Deuce,T
478,2,7,2,2,6.2126196,0.0079315187,1.1030722,0.91371265,-0.32246423,3.1513916,Deuce,T
479,2,7,2,2,6.1920287,0.85368145,1.5648567,0.62922654,0.084567636,3.4264669,Deuce,T
480,2,7,2,2,6.2246646,-0.13675273,1.6855959,0.86940409,0.16542825,3.5168401,Deuce,T
481,2,7,2,2,5.3318477,0.5639212,1.8826241,0.59427077,-0.34436224,2.5915216,Deuce,T
482,2,7,2,2,5.2613965,1.0809566,1.0721385,0.49668259,-0.48235465,3.7119122,Deuce,T
483,2,7,2,2,5.1939497,0.37906331,1.4385432,0.80923696,-0.32058023,3.2520502,Deuce,T
484,2,7,2,2,5.4483773,0.6079559,1.3340874,0.60003551,-0.73360825,3.5267403,Deuce,T
485,2,7,2,2,6.5217442,0.40566534,1.3603014,0.5389198,-0.14325465,3.5157777,Deuce,T
486,2,7,2,2,5.2438711,0.45856607,1.3489006,0.70457812,-0.14932317,3.661586,Deuce,T
487,2,7,2,2,5.5589435,0.97252307,1.5421038,0.62936969,-0.48337169,3.1780332,Deuce,T
488,2,7,2,2,6.5251024,0.23018877,1.2231385,0.6573414,-0.093256907,3.7332066,Deuce,T
489,2,7,2,2,6.0884922,0.12353156,1.5435543,0.64609245,0.12779129,3.6165989,Deuce,T
490,2,7,2,2,5.5071465,0.71000359,1.3753803,0.66826565,-0.72262097,3.1262209,Deuce,T
491,2,7,2,2,5.4454441,0.24345254,1.118096,0.71892465,0.020943076,2.7588889,Deuce,T
492,2,7,2,2,5.7796057,0.11723418,1.4859615,0.61298188,-0.17188729,3.7476335,Deuce,T
493,2,7,2,2,5.4124818,0.21552277,1.3940823,0.66258909,0.10850381,3.180032,Deuce,T
494,2,7,2,2,5.814836,0.57178926,1.3235728,0.56985217,-0.16555999,3.4969499,Deuce,T
495,2,7,2,2,5.7928306,0.89620827,1.1257632,0.63798201,-0.089646341,3.1525779,Deuce,T
496,2,7,2,2,5.9517585,0.39699324,1.232054,0.65505763,-0.39544557,3.4350442,Deuce,T
497,2,7,2,2,6.5639482,0.86779954,1.736763,0.62106057,-0.16078027,3.5350811,Deuce,T
498,2,7,2,2,5.36428,0.76956916,1.1657536,0.64801525,-0.11006484,3.0032948,Deuce,T
499,2,7,2,2,5.9748793,0.39537509,1.5418319,0.59997337,-0.024390262,2.7061722,Deuce,T
500,2,7,2,2,6.0727255,0.11488016,1.2724777,0.69295002000000006,-0.014460403,3.93175,Deuce,T
501,3,7,2,2,6.1775914,0.63410655,1.5882573,0.69981277,-0.41819976,3.3721739,Deuce,T
502,3,7,2,2,5.8056367,0.42912603,1.2910311,0.54540592,-0.62428279,3.3082483,Deuce,T
503,3,7,2,2,5.6285195,0.79668491,1.325828,0.77981079,-0.072269879,3.0724826,Deuce,T
504,3,7,2,2,5.4126029,0.33698202,1.4783372,0.55164595,-6.9476814e-4,2.461041,Deuce,T
505,3,7,2,2,5.2287626,0.80458998,1.4712907,0.62217759,0.19963304,3.4821421,Deuce,T
506,3,7,2,2,5.2451943,0.48724107,1.453913,0.59596438,-0.063144209,3.5668913,Deuce,T
507,3,7,2,2,6.5428118,0.46510375,1.5090869,0.62855706,-0.010586641,3.6149944,Deuce,T
508,3,7,2,2,4.7498114,0.24060611,1.2075349,0.61668881,-0.29377039,3.1930274,Deuce,T
509,3,7,2,2,5.4749772,0.96537516,1.1222303,0.59560087,0.013932601,3.5341643,Deuce,T
510,3,7,2,2,6.3517103,0.16020753,1.5734335,0.75631286,-0.43316133,2.6852792,Deuce,T
511,3,7,2,2,5.6451643,0.9688317,1.2835374,0.80985938,-0.24240732,3.9746896,Deuce,T
512,3,7,2,2,5.4740316,0.38257164,1.4399051,0.81554707,0.10046197,3.6665281,Deuce,T
513,3,7,2,2,5.8091853,0.44795479,1.3237874,0.78270907,-0.26433019,3.1716947,Deuce,T
514,3,7,2,2,6.4405269,1.3817568,1.1934205,0.89092919,0.31009163,3.8981547,Deuce,T
515,3,7,2,2,5.7100003,0.56462655,1.1951744,0.64457881,0.0070204805,2.863706,Deuce,T
516,3,7,2,2,6.1063707,0.34516699,1.42275,0.74215134,-0.33898722,3.9051762,Deuce,T
517,3,7,2,2,5.5542776,0.86472925,1.5813474,0.67106971,0.026527738,3.9614678,Deuce,T
518,3,7,2,2,5.3698853,0.20230728,1.3424052,0.5596956,-0.016465463,3.7559688,Deuce,T
519,3,7,2,2,5.0995953,0.97876288,1.5652101,0.60733821,-0.11606769,2.2723063,Deuce,T
520,3,7,2,2,4.8827173,0.35932482,1.2095196,0.62286629,-0.11114428,3.5624361,Deuce,T
521,3,7,2,2,6.7558763,0.82947817,1.5105498,0.66021058,-0.17089822,3.3126375,Deuce,T
522,3,7,2,2,5.8348715,0.34369449,1.5687998,0.56726134,0.067683446,2.5785647,Deuce,T
523,3,7,2,2,5.8733078,0.58422187,1.2580261,0.73009126,-0.30136819,3.2446104,Deuce,T
524,3,7,2,2,5.2797246,0.42800672,1.3626115,0.68495426,0.074320036,3.4928381,Deuce,T
525,3,7,2,2,4.7000892,0.65190875,1.312595,0.79320758,0.010584869,3.0764181,Deuce,T
526,3,7,2,2,5.6160259,1.0828089,1.7036042,0.8815395,0.0031817716,3.6365022,Deuce,T
527,3,7,2,2,5.744184,0.70046815,1.2135826,0.72483594,0.11024366,2.9699834,Deuce,T
528,3,7,2,2,6.1969972,-0.071836431,1.4967402,0.63270865,0.20885502,3.0073214,Deuce,T
529,3,7,2,2,6.10516,0.37959457,1.3338319,0.6814443,0.033243971,3.9593729,Deuce,T
530,3,7,2,2,5.6176904,0.45934787,1.279623,0.75032641,-0.065529253,3.2082475,Deuce,T
531,3,7,2,2,5.4744528,0.93222522,1.1127696,0.56553046,-0.0060009461,3.8571333,Deuce,T
532,3,7,2,2,5.925827,0.31418665,1.5563248,0.59217821,0.17666628,3.4947345,Deuce,T
533,3,7,2,2,4.6740755,0.92273968,1.2178183,0.64920607,-0.011713281,3.6268512999999998,Deuce,T
534,3,7,2,2,5.7271205,0.602039,1.4813474,0.70336041,0.19761593,3.1993953,Deuce,T
535,3,7,2,2,4.9580275,0.031104768,1.5212925,0.67811614,0.082875718,3.4407821,Deuce,T
536,3,7,2,2,5.6809632,0.83331861,1.5704915,0.60371208,0.060061584,3.9555453,Deuce,T
537,3,7,2,2,5.5947617,0.36306692,1.2929945,0.5940718,-0.66008096,3.7228757,Deuce,T
538,3,7,2,2,5.6686747,1.0139126,1.4717784,0.65964781,-0.12911838,3.7236327,Deuce,T
539,3,7,2,2,5.6898536,-0.39154586,1.4446368,0.68947406,0.083950718,3.3392421,Deuce,T
540,3,7,2,2,5.91774,0.19220887,1.4807004,0.71802935,-0.18338707,3.0569869,Deuce,T
541,3,7,2,2,6.0655171,0.55761215,1.6826309,0.63204832,-0.037017817,3.1314121,Deuce,T
542,3,7,2,2,6.1124223,0.77465527,1.3165064,0.60110053,0.10563731,3.5803228,Deuce,T
543,3,7,2,2,5.6970501,0.55334802,1.606969,0.68875114,-0.19009189,3.604903,Deuce,T
544,3,7,2,2,5.9738709,0.55967688,1.369964,0.60213489,-0.011547344,3.6380822,Deuce,T
545,3,7,2,2,5.9137185,0.48104032,1.564501,0.62583903,-0.12688257,2.7211018,Deuce,T
546,3,7,2,2,5.7062819,0.46189232,1.5538786,0.77001314,0.16145202,3.6857757,Deuce,T
547,3,7,2,2,6.428416,0.37236563,1.8590458,0.83814185,-0.2882257,3.8488816,Deuce,T
548,3,7,2,2,6.1982971,0.58041796,0.96812655,0.61055821,-0.43159569,3.3137992,Deuce,T
549,3,7,2,2,5.25801,0.65979218,1.6275492,0.7207579,-0.23463681,3.0929263,Deuce,T
550,3,7,2,2,5.8860064,0.31324805,1.2664113,0.46475485,-0.52068677,3.3533657,Deuce,T
551,3,7,2,2,5.7531291,0.52989502,1.3936197,0.66293056,-0.06767466,3.7726366,Deuce,T
552,3,7,2,2,6.6398609,0.54072823,1.5561287,0.66224219,0.30035179,3.4236514,Deuce,T
553,3,7,2,2,5.4681661,0.55196566,1.3296509,0.79731754,0.066366093,3.5497379,Deuce,T
554,3,7,2,2,5.7198974,0.43497189000000003,1.1532305,0.60328404,0.038686832,3.7667007,Deuce,T
555,3,7,2,2,5.9882867,0.507642,1.2529213,0.58766596,-0.18743856,3.129838,Deuce,T
556,3,7,2,2,6.3575308,0.46965034,1.6567965,0.65179535,-0.14131934,3.3936336,Deuce,T
557,3,7,2,2,4.911219,0.63747938,1.4590338,0.70971458,-0.088763487,3.2130418,Deuce,T
558,3,7,2,2,5.5279594,0.13656503,1.3130735,0.63561689,0.038192401,3.7792086,Deuce,T
559,3,7,2,2,6.0480408,1.0563914,1.6122124,0.54936734,0.15738924,3.4014588,Deuce,T
560,3,7,2,2,6.061237,0.28344831,1.7023511,0.60376333,-0.22290474,3.8151214,Deuce,T
561,3,7,2,2,5.6447589,0.31461091,1.5447323,0.62536445,-0.21059106,3.9544875,Deuce,T
562,3,7,2,2,5.9551388,0.4397689,1.4305618,0.70951551,-0.46765434,3.574867,Deuce,T
563,3,7,2,2,5.6554677,0.79039764,1.2505332,0.56207405,-0.54540259,3.7030144,Deuce,T
564,3,7,2,2,7.0512176,0.74699002,1.4781228,0.61449877,-0.21162372,3.8119481,Deuce,T
565,3,7,2,2,6.1384295,0.35618802,1.3231744,0.57922704,-0.048234732,3.3338311,Deuce,T
566,3,7,2,2,6.2408097,0.46046479,1.4810336,0.69360592,-0.17812476,3.467605,Deuce,T
567,3,7,2,2,5.6363946,0.21363546,1.3870673,0.63560972,-0.75199823,3.693103,Deuce,T
568,3,7,2,2,5.2890003,0.88241218,1.3761596,0.73329692,-0.48514504,3.3684132,Deuce,T
569,3,7,2,2,6.7473915,-0.21133399,1.6612421,0.68015888,-0.051843589,3.7584367,Deuce,T
570,3,7,2,2,5.7301437,0.30405434,1.3076882,0.58866218,-0.15865859,3.0294056,Deuce,T
571,3,7,2,2,6.2366825,0.6432234,1.844884,0.60574962,0.032001372,3.6766737,Deuce,T
572,3,7,2,2,5.4365142,0.33079125,1.3067734,0.67185121,0.073875793,3.8902428,Deuce,T
573,3,7,2,2,6.0924251,0.34782853,1.4586566,0.6976412,0.0025069995,3.4560998,Deuce,T
574,3,7,2,2,6.8439434,0.81339781,1.3412449,0.65019033,0.11858033,3.9630459,Deuce,T
575,3,7,2,2,5.5409955,0.34091307,1.1661141,0.59423541,0.25400533,3.8165767,Deuce,T
576,3,7,2,2,6.4976676,0.38472647,1.4284099,0.73425398,-0.084902539,3.1304196,Deuce,T
577,3,7,2,2,5.8241608,0.8370755,1.6772878,0.68049928,-0.16406298,3.8481041,Deuce,T
578,3,7,2,2,5.7893471,0.47338758,1.4972661,0.68634799,0.095004761,3.0304391,Deuce,T
579,3,7,2,2,7.1500884,0.19036079,1.743324,0.58546896,-0.60037613,2.8514471,Deuce,T
580,3,7,2,2,5.3375298,0.52632976,1.6347883,0.50738154,-0.015690236,3.6374681,Deuce,T
581,3,7,2,2,5.6249125,0.30405618,1.3770714,0.64745396,-0.36911458,3.5351884,Deuce,T
582,3,7,2,2,6.1293523,0.67272529,1.7077722,0.61157583,-0.12562933,3.6972336,Deuce,T
583,3,7,2,2,6.4482566,0.49822374,1.2144131,0.5621696,0.14872165,3.8176336,Deuce,T
584,3,7,2,2,5.0465615,0.25160595,1.5105363,0.78725484,-0.38293806,3.5898187,Deuce,T
585,3,7,2,2,6.0745363,0.48521575,1.3715279,0.5069625,-0.036936369,2.8292695,Deuce,T
